YEAR,State,County,crop_type,Area (Mha),Ninput (kg N/ha/yr),NUE (kg N/kg N),Recovered N (kg N/ha/yr),Nsurplus (kg N/ha/yr)
1971,NORTH DAKOTA,WELLS,SPRING WHEAT,0.0712,15.86962056,2.865348912,45.472,-29.60237944
1971,NORTH DAKOTA,WILLIAMS,SPRING WHEAT,0.1064,8.07387979,4.183763058,33.7792,-25.70532021
1971,OREGON,BAKER,SPRING WHEAT,0.00132,4.35856227,7.75007856,33.7792,-29.42063773
1971,OREGON,BENTON,SPRING WHEAT,0.00072,55.06698366,0.943723381,51.968,3.09898366
1971,OREGON,CLACKAMAS,SPRING WHEAT,0.00052,17.44264446,2.532460035,44.1728,-26.73015554
1971,OREGON,CROOK,SPRING WHEAT,4.00E-04,12.40142806,5.238106425,64.96,-52.55857194
1971,OREGON,DESCHUTES,SPRING WHEAT,0.00012,19.90869236,2.284027458,45.472,-25.56330764
1971,OREGON,DOUGLAS,SPRING WHEAT,8.00E-05,7.65217028,6.791275952,51.968,-44.31582972
1971,OREGON,GILLIAM,SPRING WHEAT,0.00152,6.27084542,4.765162908,29.8816,-23.61075458
1971,OREGON,GRANT,SPRING WHEAT,0.00016,3.11407641,8.344047024,25.984,-22.86992359
1971,OREGON,HARNEY,SPRING WHEAT,0.00068,2.39765,10.83727817,25.984,-23.58635
1971,OREGON,JACKSON,SPRING WHEAT,4.00E-05,10.45287354,4.971647251,51.968,-41.51512646
1971,OREGON,JEFFERSON,SPRING WHEAT,0.00488,22.25274018,2.306160931,51.3184,-29.06565982
