YEAR,State,County,crop_type,Area (Mha),Ninput (kg N/ha/yr),NUE (kg N/kg N),Recovered N (kg N/ha/yr),Nsurplus (kg N/ha/yr)
1970,OKLAHOMA,BLAINE,BARLEY,0.014,34.18296371,1.161252147,39.69504,-5.51207629
1970,OKLAHOMA,BRYAN,BARLEY,0.00012,79.37792107,0.431630352,34.26192,45.11600107
1970,OKLAHOMA,CADDO,BARLEY,0.00664,58.31976116,0.758595699,44.24112,14.07864116
1970,OKLAHOMA,CANADIAN,BARLEY,0.01332,34.91215038,1.194165342,41.69088,-6.77872962
1970,OKLAHOMA,CARTER,BARLEY,2.00E-04,176.7832266,0.255901201,45.23904,131.5441866
1970,OKLAHOMA,CIMARRON,BARLEY,0.00036,51.34716365,0.453477823,23.2848,28.06236365
1970,OKLAHOMA,CLEVELAND,BARLEY,0.00108,50.96479136,0.837613554,42.6888,8.27599136
1970,OKLAHOMA,COAL,BARLEY,8.00E-05,403.6902519,0.090639791,36.5904,367.0998519
1970,OKLAHOMA,COMANCHE,BARLEY,0.0046,39.23503668,1.195417259,46.90224,-7.66720332
1970,OKLAHOMA,COTTON,BARLEY,0.01016,34.995735,1.562014343,54.66384,-19.668105
1970,OKLAHOMA,CRAIG,BARLEY,0.00116,52.27364457,0.793308374,41.46912,10.80452457
1970,OKLAHOMA,CREEK,BARLEY,0.00016,39.09713835,1.020964748,39.9168,-0.81966165
1970,OKLAHOMA,CUSTER,BARLEY,0.01276,37.38931432,1.070564698,40.02768,-2.63836568
1970,OKLAHOMA,DELAWARE,BARLEY,0.00028,152.2508606,0.276014991,42.02352,110.2273406
1970,OKLAHOMA,DEWEY,BARLEY,0.00496,27.41306046,1.464213018,40.13856,-12.72549954
1970,OKLAHOMA,ELLIS,BARLEY,0.0014,31.66301159,0.759907501,24.06096,7.60205159
1970,OKLAHOMA,GARFIELD,BARLEY,0.02224,25.12381347,1.721203672,43.2432,-18.11938653
1970,OKLAHOMA,GARVIN,BARLEY,0.00032,55.00722325,0.840561608,46.23696,8.77026325
1970,OKLAHOMA,GRADY,BARLEY,0.004,54.87541799,0.95371228,52.33536,2.54005799
