state_abbr,state_name,areasymbol,areaname,histosol_acres,histosol_pct,mineral_pct,total_survey_acres,n_histosol_series,histosol_series
IA,Iowa,IA189,"Winnebago County, Iowa",12761.51,4.96,95.04,257100,4,"Boots, Houghton, Klossner, Muskego"
IA,Iowa,IA081,"Hancock County, Iowa",11198.31,3.05,96.95,366600,5,"Houghton, Klossner, Medo, Muskego, Palms"
IA,Iowa,IA063,"Emmet County, Iowa",6854.84,2.67,97.33,257000,3,"Aquolls, Klossner, Muskego"
IA,Iowa,IA195,"Worth County, Iowa",6041.7,2.35,97.65,257100,3,"Boots, Houghton, Klossner"
IA,Iowa,IA033,"Cerro Gordo County, Iowa",5756.65,1.56,98.44,368100,3,"Houghton, Klossner, Palms"
IA,Iowa,IA019,"Buchanan County, Iowa",5742.85,1.57,98.43,366800,2,"Houghton, Klossner"
IA,Iowa,IA037,"Chickasaw County, Iowa",4793.8,1.48,98.52,323300,2,"Houghton, Klossner"
IA,Iowa,IA065,"Fayette County, Iowa",4340.85,0.93,99.07,468100,2,"Houghton, Klossner"
IA,Iowa,IA109,"Kossuth County, Iowa",4102.2,0.66,99.34,624800,1,Klossner
IA,Iowa,IA055,"Delaware County, Iowa",3761.6,1.01,98.99,370800,2,"Houghton, Klossner"
IA,Iowa,IA089,"Howard County, Iowa",3295.95,1.09,98.91,302700,2,"Houghton, Klossner"
IA,Iowa,IA197,"Wright County, Iowa",3034.5,0.81,99.19,372400,2,"Klossner, Palms"
IA,Iowa,IA079,"Hamilton County, Iowa",2873.3,0.78,99.22,369600,3,"Aquents, Klossner, Palms"
IA,Iowa,IA023,"Butler County, Iowa",2669.1,0.72,99.28,372300,2,"Houghton, Klossner"
IA,Iowa,IA013,"Black Hawk County, Iowa",2381.95,0.65,99.35,366600,2,"Houghton, Klossner"
IA,Iowa,IA147,"Palo Alto County, Iowa",2355.1,0.65,99.35,363600,2,"Klossner, Marsh"
IA,Iowa,IA067,"Floyd County, Iowa",2319.5,0.72,99.28,320800,2,"Houghton, Klossner"
IA,Iowa,IA113,"Linn County, Iowa",2140.85,0.46,99.54,463700,2,"Houghton, Klossner"
IA,Iowa,IA069,"Franklin County, Iowa",2106.15,0.56,99.44,373000,2,"Houghton, Klossner"
IA,Iowa,IA017,"Bremer County, Iowa",1978.25,0.7,99.3,281100,2,"Houghton, Klossner"
IA,Iowa,IA071,"Fremont County, Iowa",1890.5,0.57,99.43,330800,1,Marsh
IA,Iowa,IA131,"Mitchell County, Iowa",1796.3,0.6,99.4,300500,2,"Houghton, Klossner"
IA,Iowa,IA191,"Winneshiek County, Iowa",1630.4,0.37,99.63,441500,2,"Houghton, Klossner"
IA,Iowa,IA075,"Grundy County, Iowa",1281.25,0.4,99.6,320800,2,"Houghton, Klossner"
IA,Iowa,IA045,"Clinton County, Iowa",1212.28,0.27,99.73,454100,3,"Houghton, Kerston, Klossner"
IA,Iowa,IA091,"Humboldt County, Iowa",1105.6,0.4,99.6,279400,1,Klossner
IA,Iowa,IA041,"Clay County, Iowa",845.83,0.23,99.77,366400,2,"Histosols, fens, Klossner"
IA,Iowa,IA139,"Muscatine County, Iowa",792.6,0.28,99.72,287500,4,"Aquolls, Houghton, Klossner, Palms"
IA,Iowa,IA011,"Benton County, Iowa",783.4,0.17,99.83,459800,2,"Houghton, Klossner"
IA,Iowa,IA105,"Jones County, Iowa",681.6,0.18,99.82,368800,2,"Houghton, Klossner"
IA,Iowa,IA015,"Boone County, Iowa",653.7,0.18,99.82,367200,2,"Klossner, Palms"
IA,Iowa,IA161,"Sac County, Iowa",591,0.16,99.84,370100,2,"Klossner, Marsh"
IA,Iowa,IA083,"Hardin County, Iowa",448.2,0.12,99.88,364400,1,Klossner
IA,Iowa,IA111,"Lee County, Iowa",440.8,0.13,99.87,345300,1,Marsh
IA,Iowa,IA169,"Story County, Iowa",384.3,0.1,99.9,367200,1,Klossner
IA,Iowa,IA043,"Clayton County, Iowa",354.05,0.07,99.93,509000,2,"Houghton, Klossner"
IA,Iowa,IA007,"Appanoose County, Iowa",330.6,0.1,99.9,329500,1,Marsh
IA,Iowa,IA077,"Guthrie County, Iowa",316.35,0.08,99.92,379900,1,Marsh
IA,Iowa,IA153,"Polk County, Iowa",314.02,0.08,99.92,378800,1,Klossner
IA,Iowa,IA187,"Webster County, Iowa",265.63,0.06,99.94,459600,2,"Fens, Klossner"
IA,Iowa,IA061,"Dubuque County, Iowa",154.65,0.04,99.96,394600,1,Klossner
IA,Iowa,IA021,"Buena Vista County, Iowa",140.4,0.04,99.96,371100,1,Klossner
IA,Iowa,IA103,"Johnson County, Iowa",115,0.03,99.97,398900,2,"Houghton, Klossner"
IA,Iowa,IA031,"Cedar County, Iowa",99.75,0.03,99.97,372700,2,"Houghton, Klossner"
IA,Iowa,IA099,"Jasper County, Iowa",88.25,0.02,99.98,468700,1,Marsh
IA,Iowa,IA163,"Scott County, Iowa",53.95,0.02,99.98,299900,1,Klossner
IA,Iowa,IA059,"Dickinson County, Iowa",2,0,100,258600,1,Histosols
IA,Iowa,IA001,"Adair County, Iowa",0,0,100,364600,0,NA
IA,Iowa,IA003,"Adams County, Iowa",0,0,100,272700,0,NA
IA,Iowa,IA005,"Allamakee County, Iowa",0,0,100,422200,0,NA
IA,Iowa,IA009,"Audubon County, Iowa",0,0,100,284400,0,NA
IA,Iowa,IA025,"Calhoun County, Iowa",0,0,100,366800,0,NA
IA,Iowa,IA027,"Carroll County, Iowa",0,0,100,364900,0,NA
IA,Iowa,IA029,"Cass County, Iowa",0,0,100,361700,0,NA
IA,Iowa,IA035,"Cherokee County, Iowa",0,0,100,369300,0,NA
IA,Iowa,IA039,"Clarke County, Iowa",0,0,100,276000,0,NA
IA,Iowa,IA047,"Crawford County, Iowa",0,0,100,457200,0,NA
IA,Iowa,IA049,"Dallas County, Iowa",0,0,100,378200,0,NA
IA,Iowa,IA051,"Davis County, Iowa",0,0,100,323100,0,NA
IA,Iowa,IA053,"Decatur County, Iowa",0,0,100,342600,0,NA
IA,Iowa,IA057,"Des Moines County, Iowa",0,0,100,274500,0,NA
IA,Iowa,IA073,"Greene County, Iowa",0,0,100,366300,0,NA
IA,Iowa,IA085,"Harrison County, Iowa",0,0,100,448500,0,NA
IA,Iowa,IA087,"Henry County, Iowa",0,0,100,278900,0,NA
IA,Iowa,IA093,"Ida County, Iowa",0,0,100,276400,0,NA
IA,Iowa,IA095,"Iowa County, Iowa",0,0,100,376100,0,NA
IA,Iowa,IA097,"Jackson County, Iowa",0,0,100,416100,0,NA
IA,Iowa,IA101,"Jefferson County, Iowa",0,0,100,281300,0,NA
IA,Iowa,IA107,"Keokuk County, Iowa",0,0,100,371300,0,NA
IA,Iowa,IA115,"Louisa County, Iowa",0,0,100,266900,0,NA
IA,Iowa,IA117,"Lucas County, Iowa",0,0,100,278300,0,NA
IA,Iowa,IA119,"Lyon County, Iowa",0,0,100,376200,0,NA
IA,Iowa,IA121,"Madison County, Iowa",0,0,100,360400,0,NA
IA,Iowa,IA123,"Mahaska County, Iowa",0,0,100,365800,0,NA
IA,Iowa,IA125,"Marion County, Iowa",0,0,100,368100,0,NA
IA,Iowa,IA127,"Marshall County, Iowa",0,0,100,366700,0,NA
IA,Iowa,IA129,"Mills County, Iowa",0,0,100,281900,0,NA
IA,Iowa,IA133,"Monona County, Iowa",0,0,100,447300,0,NA
IA,Iowa,IA135,"Monroe County, Iowa",0,0,100,277900,0,NA
IA,Iowa,IA137,"Montgomery County, Iowa",0,0,100,271300,0,NA
IA,Iowa,IA141,"O'Brien County, Iowa",0,0,100,367100,0,NA
IA,Iowa,IA143,"Osceola County, Iowa",0,0,100,255400,0,NA
IA,Iowa,IA145,"Page County, Iowa",0,0,100,342600,0,NA
IA,Iowa,IA149,"Plymouth County, Iowa",0,0,100,553000,0,NA
IA,Iowa,IA151,"Pocahontas County, Iowa",0,0,100,369900,0,NA
IA,Iowa,IA155,"Pottawattamie County, Iowa",0,0,100,613800,0,NA
IA,Iowa,IA157,"Poweshiek County, Iowa",0,0,100,374900,0,NA
IA,Iowa,IA159,"Ringgold County, Iowa",0,0,100,343100,0,NA
IA,Iowa,IA165,"Shelby County, Iowa",0,0,100,378300,0,NA
IA,Iowa,IA167,"Sioux County, Iowa",0,0,100,492000,0,NA
IA,Iowa,IA171,"Tama County, Iowa",0,0,100,462300,0,NA
IA,Iowa,IA173,"Taylor County, Iowa",0,0,100,343900,0,NA
IA,Iowa,IA175,"Union County, Iowa",0,0,100,273100,0,NA
IA,Iowa,IA177,"Van Buren County, Iowa",0,0,100,312800,0,NA
IA,Iowa,IA179,"Wapello County, Iowa",0,0,100,278800,0,NA
IA,Iowa,IA181,"Warren County, Iowa",0,0,100,366900,0,NA
IA,Iowa,IA183,"Washington County, Iowa",0,0,100,365200,0,NA
IA,Iowa,IA185,"Wayne County, Iowa",0,0,100,337100,0,NA
IA,Iowa,IA193,"Woodbury County, Iowa",0,0,100,561500,0,NA
LA,Louisiana,LA109,"Terrebonne Parish, Louisiana",430129.61,41.59,58.41,1034100,8,"Allemands, Bellpass, Carlin, Clovelly, Kenner, Lafitte, Maurepas, Timbalier"
LA,Louisiana,LA057,"Lafourche Parish, Louisiana",263962.5,31.84,68.16,828900,7,"Allemands, Bellpass, Carlin, Clovelly, Kenner, Lafitte, Timbalier"
LA,Louisiana,LA023,"Cameron Parish, Louisiana",230584.64,21.83,78.17,1056500,5,"Allemands, Carlin, Clovelly, Kenner, Lafitte"
LA,Louisiana,LA075,"Plaquemines Parish, Louisiana",179368.35,19.89,80.11,901800,7,"Allemands, Bellpass, Carlin, Clovelly, Kenner, Lafitte, Timbalier"
LA,Louisiana,LA113,"Vermilion Parish, Louisiana",149848.55,17.83,82.17,840397,5,"Allemands, Clovelly, Delcomb, Kenner, Lafitte"
